gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,carrier_count_chung,sample_size_chung,carrier_rate_chung,carrier_count_sg,carrier_rate_sg,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AMR,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AMR,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_chung,acmg_tier_sg,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AMR,acmg_tier_gnomAD-AFR,tier_hkgi,tier_chung,tier_sg,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AMR,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,at_risks_birth_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi,actual_at_risks_child_count_hkgi,actual_at_risks_positive_child_count_hkgi,actual_at_risks_birth_rate_hkgi,Is in NGS dead zone,Found in ClinGen with AR inheritance but missing in OMIM,OMIM/ClinGen AR Phenotype,AFR Exomes GCF,AFR Genomes GCF,AFR combined GCF,AMR Exomes GCF,AMR Genomes GCF,AMR Combined  GCF,ASJ Exomes GCF,ASJ Genomes GCF,ASJ Combined GCF,EAS Exomes GCF,EAS Genomes GCF,EAS Combined GCF,FIN Exomes GCF,FIN Genomes GCF,FIN Combined GCF,MID Exomes GCF,MID Genomes GCF,NFE Exomes GCF,NFE Genomes GCF,NFE Combined GCF,SAS Exomes GCF,SAS Genomes GCF,SAS Combined GCF,ACMG carrier screening list,FINDIS,Comments,MAX AF,Known technical challenges,>90% GCF contributed by a single variant with variant based GCF >0.5% (suppl table 9)
NPHP1,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,3,0.000545,22448,590031,30019,37545,0.000386,0.001088,,0.002471,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"Joubert syndrome 4, 609583 (3), Autosomal recessive; Nephronophthisis 1, juvenile, 256100 (3), Autosomal recessive; Senior-Loken syndrome-1, 266900 (3), Autosomal recessive",0.001774,0.002471,0.00242,0.000626,ND,0.000626,0.000077,ND,0.000077,0.000545,0.000386,0.000931,0.000112,ND,0.000112,0.000367,ND,0.000903,0.001088,0.000952,0.000516,ND,0.000516,0,0,0,0.002470564,0,0
TRIM37,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,,,22448,590031,30019,37545,,0.000353,,0.000048,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"Mulibrey nanism, 253250 (3), Autosomal recessive",0.000064,0.000048,0.000113,0.000269,ND,0.000269,ND,ND,ND,ND,ND,ND,0.015155,0.018303,0.015696,0.001931,ND,0.000191,0.000353,0.000219,0.000023,ND,0.000023,0,yes,"Single well-known founder variant contributes >90% of GCF (FIN), see suppl table 9",0.018302756,0,yes (FIN)
B3GALT6,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,,,22448,590031,30019,37545,,0.000211,0.00041,0.000451,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"Ehlers-Danlos syndrome, spondylodysplastic type, 2, 615349 (3), Autosomal recessive; Spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures, 271640 (3), Autosomal recessive; Al-Gazali syndrome, 609465 (3), Autosomal recessive",0.000139,0.000451,0.000468,0.000234,0.00041,0.000644,ND,0.000576,0.000576,0.000119,ND,0.000119,ND,ND,ND,0.000373,ND,0.000085,0.000211,0.000097,0.000282,0.000418,0.000701,0,0,0,0.000700595,0,0
BBS10,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,8,0.00145,22448,590031,30019,37545,0.000769,0.003647,0.00131,0.001448,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"Bardet-Biedl syndrome 10, 615987 (3), Autosomal recessive",0.001655,0.001448,0.001896,0.000631,0.00131,0.001264,0.003521,0.004039,0.003608,0.000459,0.000769,0.000536,0.000386,0.000566,0.000436,0.000829,ND,0.003764,0.003647,0.003796,0.001628,0.000829,0.001673,0,0,0,0.004039238,0,0
VPS13A,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,4,0.000727,22448,590031,30019,37545,0.00077,0.001538,0.003665,0.0014,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"Choreoacanthocytosis, 200150 (3), Autosomal recessive",0.001016,0.0014,0.001803,0.00099,0.003665,0.002242,0.001841,0.003458,0.002049,0.001022,0.00077,0.001792,0.000187,0.000188,0.000212,0.001318,ND,0.00117,0.001538,0.001333,0.000837,0.000415,0.001252,0,0,0,0.003665424,0,0
PEX12,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,6,0.00109,22448,590031,30019,37545,0.000386,0.000882,0.002484,0.001494,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"Peroxisome biogenesis disorder 3B, 266510 (3), Autosomal recessive; Peroxisome biogenesis disorder 3A (Zellweger), 614859 (3), Autosomal recessive",0.001103,0.001494,0.001833,0.001388,0.002484,0.002102,0.000095,ND,0.000095,0.000368,0.000386,0.000407,0.00015,ND,0.00015,0.000347,ND,0.00123,0.000882,0.001248,0.000428,0.000415,0.000445,0,0,0,0.002484139,0,0
CCDC8,FALSE,19,18065,0.00105,0.000579087,0.001524428,,,,,,22448,590031,30019,37545,0.000393,0.000118,0.000262,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,171,1.05E-06,2.62E-07,0,0,,,,FALSE,FALSE,"3-M syndrome 3, 614205 (3), Autosomal recessive",ND,ND,ND,ND,0.000262,0.000262,ND,ND,ND,0.000605,0.000393,0.000581,ND,ND,ND,ND,ND,0.000031,0.000118,0.000037,0.000302,0.000414,0.00031,0,0,0,0.000604656,0,0
DNAAF3,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,,0.000706,0.000131,0.000867,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Ciliary dyskinesia, primary, 2, 606763 (3), Autosomal recessive",0.001722,0.000867,0.001375,0.000271,0.000131,0.000211,ND,ND,ND,0.000112,ND,0.000112,0.000075,ND,0.000075,ND,ND,0.000849,0.000706,0.000908,0.000721,0.000414,0.000721,0,0,0,0.001722062,0,0
TRDN,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,5,0.000909,22448,590031,30019,37545,,0.000648,0.000131,0.001594,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Cardiac arrhythmia syndrome, with or without skeletal muscle weakness, 615441 (3), Autosomal recessive",0.001982,0.001594,0.00186,0.000704,0.000131,0.000835,ND,ND,ND,0.000203,ND,0.000203,0.000152,ND,0.000152,ND,ND,0.000636,0.000648,0.000644,0.000344,ND,0.000344,0,0,0,0.001981718,0,0
NDUFAF6,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,0.000386,0.000265,0.000265,0.000387,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Mitochondrial complex I deficiency, nuclear type 17, 618239 (3), Autosomal recessive; Fanconi renotubular syndrome 5, 618913 (3), Autosomal recessive",0.000288,0.000387,0.000532,0.000452,0.000265,0.000446,0.000502,ND,0.000502,0.000868,0.000386,0.000889,ND,ND,ND,0.001148,0.006329,0.00014,0.000265,0.00015,0.000227,ND,0.000227,0,0,0,0.006329114,0,0
NGLY1,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,9,0.00164,22448,590031,30019,37545,0.00193,0.001235,0.000524,0.000917,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Congenital disorder of deglycosylation 1, 615273 (3), Autosomal recessive",0.000478,0.000917,0.00085,0.000641,0.000524,0.000671,0.000077,ND,0.000077,0.000628,0.00193,0.001481,0.000116,ND,0.000116,ND,ND,0.001337,0.001235,0.00134,0.00028,0.000414,0.000695,0,0,0,0.001930216,0,0
ALOXE3,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,0.000386,0.004675,0.001179,0.000867,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Ichthyosis, congenital, autosomal recessive 3, 606545 (3), Autosomal recessive",0.000597,0.000867,0.000911,0.000716,0.001179,0.001207,0.00023,ND,0.00023,0.000207,0.000386,0.000245,0.001199,0.00113,0.001207,0.001734,ND,0.005431,0.004675,0.0054,0.001299,0.00083,0.001321,0,0,0,0.005430918,0,0
WDR19,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,0.001155,0.000765,0.001703,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Nephronophthisis 13, 614377 (3), Autosomal recessive; Cranioectodermal dysplasia 4, 614378 (3), Autosomal recessive; Senior-Loken syndrome 8, 616307 (3), Autosomal recessive; Short-rib thoracic dysplasia 5 with or without polydactyly, 614376 (3), Autosomal recessive",0.000181,0.000386,0.000567,0.001018,0.001703,0.001344,0.000235,ND,0.000235,0.001005,0.001155,0.001074,0.000113,ND,0.000113,ND,ND,0.000872,0.000765,0.000965,0.000284,ND,0.000284,0,0,0,0.001702823,0,0
UBE2T,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,0.000385,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Fanconi anemia, complementation group T, 616435 (3), Autosomal recessive",ND,ND,ND,ND,ND,ND,ND,ND,ND,0.000423,0.000385,0.000445,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0,0,0,0.00044453,0,0
OTUD6B,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,,0.000559,0.002229,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, 617452 (3), Autosomal recessive",ND,0.000145,0.000145,0.002585,0.002229,0.00265,0.000079,ND,0.000079,0.000101,ND,0.000101,0.000038,ND,0.000038,0.000694,ND,0.000473,0.000559,0.000481,0.000293,0.000414,0.000307,0,0,0,0.002650223,0,0
PEX7,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,0.000386,0.002881,0.000262,0.001545,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Rhizomelic chondrodysplasia punctata, type 1, 215100 (3), Autosomal recessive; Peroxisome biogenesis disorder 9B, 614879 (3), Autosomal recessive",0.000943,0.001545,0.001614,0.001212,0.000262,0.001082,0.000392,ND,0.000392,0.000554,0.000386,0.000564,0.0003,ND,0.0003,ND,ND,0.002716,0.002881,0.002732,0.000165,ND,0.000165,0,0,0,0.002881415,0,0
CLN3,FALSE,18,18065,0.001,0.000536326,0.001456478,,,,,,22448,590031,30019,37545,0.000386,0.000764,0.000917,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,153,9.38E-07,2.34E-07,0,0,,,,FALSE,FALSE,"Ceroid lipofuscinosis, neuronal, 3, 204200 (3), Autosomal recessive",0.000173,0.000241,0.00036,0.000858,0.000917,0.001426,ND,ND,ND,0.000161,0.000386,0.000547,0.000525,0.000189,0.000494,0.000694,ND,0.000794,0.000764,0.000811,0.000318,ND,0.000318,0,yes,"Recurrent 1 kb and 3kb deletions not included in seq variant only analysis, thus GCFs underestimates",0.001425513,"yes, see comments",0
B3GAT3,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,,,22448,590031,30019,37545,0.000386,0.000471,0.000915,0.000096,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Multiple joint dislocations, short stature, craniofacial dysmorphism, with or without congenital heart defects, 245600 (3), Autosomal recessive",0.00018,0.000096,0.000188,0.000179,0.000915,0.000683,0.00023,ND,0.00023,0.000252,0.000386,0.000279,0.000188,ND,0.000188,ND,ND,0.000469,0.000471,0.000478,0.000603,ND,0.000603,0,0,0,0.000915478,0,0
ARSB,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,2,0.000364,22448,590031,30019,37545,,0.001853,0.000655,0.000821,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Mucopolysaccharidosis type VI (Maroteaux-Lamy), 253200 (3), Autosomal recessive",0.000657,0.000821,0.001183,0.000488,0.000655,0.001018,0.000388,ND,0.000388,0.000322,ND,0.000322,0.000622,0.000565,0.000672,0.000693,ND,0.001255,0.001853,0.001391,0.000558,0.000829,0.000989,0,0,0,0.001852843,0,0
TBCK,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,6,0.00109,22448,590031,30019,37545,0.001547,0.001089,0.005392,0.000483,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3, 616900 (3), Autosomal recessive",0.000607,0.000483,0.000869,0.002095,0.005392,0.003898,0.000524,ND,0.000524,0.000473,0.001547,0.000632,0.000076,ND,0.000076,ND,ND,0.001018,0.001089,0.001145,0.000425,ND,0.000425,0,0,0,0.005392461,0,0
REN,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,,,22448,590031,30019,37545,,0.000353,0.00222,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Renal tubular dysgenesis, 267430 (3), Autosomal recessive",0.000299,0.000241,0.000288,0.000807,0.00222,0.001202,0.000077,ND,0.000077,0.000156,ND,0.000156,0.000262,0.000189,0.00025,ND,ND,0.000374,0.000353,0.000376,0.000046,ND,0.000046,0,0,0,0.002220191,0,0
NDUFAF2,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,5,0.000909,22448,590031,30019,37545,,0.000235,0.000262,0.000482,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Mitochondrial complex I deficiency, nuclear type 10, 618233 (3), Autosomal recessive",0.00006,0.000482,0.000487,0.000182,0.000262,0.000444,ND,ND,ND,0.000303,ND,0.000303,ND,ND,ND,ND,ND,0.000467,0.000235,0.000454,0.000192,ND,0.000192,0,0,0,0.000486952,0,0
PANK2,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,,,22448,590031,30019,37545,0.000772,0.00147,0.000523,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"HARP syndrome, 607236 (3), Autosomal recessive; Neurodegeneration with brain iron accumulation 1, 234200 (3), Autosomal recessive",0.000651,0.000338,0.000523,0.001701,0.000523,0.001629,ND,ND,ND,0.000581,0.000772,0.001013,0.000088,0.000189,0.000276,ND,ND,0.001229,0.00147,0.001284,0.001401,0.001242,0.001416,0,0,0,0.00170099,0,0
CPS1,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,,,22448,590031,30019,37545,0.00233,0.000707,0.000262,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Carbamoylphosphate synthetase I deficiency, 237300 (3), Autosomal recessive",0.000793,0.00029,0.000898,0.000318,0.000262,0.000448,0.000307,ND,0.000307,0.001437,0.00233,0.002318,0.000075,ND,0.000075,0.001524,ND,0.000579,0.000707,0.000716,0.000347,ND,0.000347,0,0,0,0.002330303,0,0
SERPINF1,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,,,22448,590031,30019,37545,0.000386,0.000323,0.000131,0.000385,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Osteogenesis imperfecta, type VI, 613982 (3), Autosomal recessive",0.000173,0.000385,0.000504,0.000269,0.000131,0.000268,0.000079,ND,0.000079,0.000735,0.000386,0.000763,0.000041,0.000188,0.000229,ND,ND,0.000198,0.000323,0.00021,0.00022,0.000415,0.00024,0,0,0,0.000762526,0,0
FAM161A,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,1,0.000182,22448,590031,30019,37545,0.000388,0.001882,0.002094,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Retinitis pigmentosa 28, 606068 (3), Autosomal recessive",0.000299,0.000434,0.000624,0.00094,0.002094,0.001367,0.004285,0.004608,0.004341,0.000166,0.000388,0.000555,0.000112,ND,0.000112,ND,ND,0.001775,0.001882,0.00187,0.000434,0.001661,0.000913,0,0,0,0.004608295,0,0
EIF2B5,FALSE,17,18065,0.00094,0.00049392,0.001388172,,,,,,22448,590031,30019,37545,0.000771,0.00194,0.001571,0.00053,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,136,8.34E-07,2.08E-07,0,0,,,,FALSE,FALSE,"Ovarioleukodystrophy, 603896 (3), Autosomal recessive; Leukoencephalopathy with vanishing white matter, 603896 (3), Autosomal recessive",0.000963,0.00053,0.000886,0.001892,0.001571,0.001987,ND,ND,ND,0.000453,0.000771,0.000878,0.000075,0.000377,0.000131,0.000347,ND,0.002767,0.00194,0.002745,0.000301,ND,0.000301,0,0,0,0.002767383,0,0
PYCR1,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,,,22448,590031,30019,37545,0.000385,0.001352,0.000654,0.001543,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Cutis laxa, autosomal recessive, type IIIB, 614438 (3), Autosomal recessive; Cutis laxa, autosomal recessive, type IIB, 612940 (3), Autosomal recessive",0.001675,0.001543,0.001701,0.000419,0.000654,0.000672,0.001301,ND,0.001301,0.000403,0.000385,0.000413,0.00004,ND,0.00004,0.000693,ND,0.000761,0.001352,0.000801,0.000514,ND,0.000514,0,0,0,0.001700756,0,0
SLC26A3,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,,,22448,590031,30019,37545,0.001156,0.000735,0.000262,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Diarrhea 1, secretory chloride, congenital, 214700 (3), Autosomal recessive",0.00012,0.000145,0.000264,0.000273,0.000262,0.000535,ND,ND,ND,0.001059,0.001156,0.001169,0.010302,0.010732,0.010424,0.000509,ND,0.000686,0.000735,0.000735,0.000191,0.000416,0.000607,0,yes,"Single well-known founder variant contributes >90% of GCF (FIN), see suppl table 9",0.010732407,0,yes (FIN)
TUBGCP6,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,12,0.00218,22448,590031,30019,37545,0.001156,0.000941,0.000655,0.001302,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Microcephaly and chorioretinopathy, autosomal recessive, 1, 251270 (3), Autosomal recessive",0.001202,0.001302,0.001544,0.001153,0.000655,0.001555,0.00023,ND,0.00023,0.000403,0.001156,0.001559,0.000377,0.000377,0.000591,ND,ND,0.000678,0.000941,0.000708,0.000558,0.000414,0.000972,0,0,0,0.001559207,0,0
ANTXR2,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,6,0.00109,22448,590031,30019,37545,0.000773,0.000294,0.000131,0.000387,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Hyaline fibromatosis syndrome, 228600 (3), Autosomal recessive",0.00117,0.000387,0.00102,0.00248,0.000131,0.002397,0.000975,ND,0.000975,0.001529,0.000773,0.001566,0.000801,0.000385,0.000927,0.000858,ND,0.000868,0.000294,0.000896,0.001463,0.000418,0.001471,0,0,0,0.002479976,0,0
TMEM237,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,7,0.00127,22448,590031,30019,37545,0.000772,0.000441,,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Joubert syndrome 14, 614424 (3), Autosomal recessive",0.000533,0.000434,0.00066,0.000194,ND,0.000194,0.000077,ND,0.000077,0.00031,0.000772,0.00037,ND,ND,ND,ND,ND,0.000517,0.000441,0.00055,0.000194,0.000829,0.001023,0,0,0,0.001022516,0,0
RNASEH2A,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,,,22448,590031,30019,37545,,0.000265,0.000131,0.003178,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Aicardi-Goutieres syndrome 4, 610333 (3), Autosomal recessive",0.002809,0.003178,0.003047,0.000268,0.000131,0.000279,0.000077,ND,0.000077,0.000101,ND,0.000101,0.00131,0.000754,0.001224,0.000347,ND,0.000155,0.000265,0.000163,ND,ND,ND,0,0,0,0.003178233,0,0
GFM1,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,,,22448,590031,30019,37545,0.001929,0.001382,0.000524,0.001062,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Combined oxidative phosphorylation deficiency 1, 609060 (3), Autosomal recessive",0.000711,0.001062,0.001141,0.001545,0.000524,0.001673,0.000966,0.000576,0.001543,0.00026,0.001929,0.000822,0.00075,0.001134,0.000819,0.001043,ND,0.001349,0.001382,0.001488,0.000992,0.000829,0.00142,0,0,0,0.001928725,0,0
SMARCAL1,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,4,0.000727,22448,590031,30019,37545,0.000385,0.001588,0.000393,0.00053,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Schimke immunoosseous dysplasia, 242900 (3), Autosomal recessive",0.000119,0.00053,0.000498,0.000361,0.000393,0.000525,0.00475,0.002305,0.00449,0.000203,0.000385,0.000242,0.000749,0.000942,0.000969,ND,ND,0.001409,0.001588,0.001439,0.000215,ND,0.000215,0,0,0,0.004750324,0,0
NIPAL4,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,,,22448,590031,30019,37545,,0.002911,0.000915,0.000723,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Ichthyosis, congenital, autosomal recessive 6, 612281 (3), Autosomal recessive",0.000179,0.000723,0.000793,0.00009,0.000915,0.001005,0.00008,ND,0.00008,0.000353,ND,0.000353,0.000716,0.001883,0.001538,ND,ND,0.000181,0.002911,0.002974,0.000264,0.001665,0.001134,0,0,0,0.002974232,0,0
ALDH3A2,FALSE,16,18065,0.00089,0.000451902,0.001319479,,,,7,0.00127,22448,590031,30019,37545,0.000385,0.000764,0.000393,0.000627,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,120,7.35E-07,1.84E-07,0,0,,,,FALSE,FALSE,"Sjogren-Larsson syndrome, 270200 (3), Autosomal recessive",0.000538,0.000627,0.000762,0.000986,0.000393,0.001099,0.000077,ND,0.000077,0.000994,0.000385,0.00101,0.000449,0.000188,0.000462,ND,ND,0.000926,0.000764,0.000994,0.00048,0.000414,0.000495,0,0,0,0.001098908,0,0
